id,dt,accel_x,accel_y,accel_z,accel_angle_x,accel_angle_y,accel_angle_z,angle_x,angle_y,angle_z
1215,0.028999997,1370.01,639.75,18396.0,1.99,-4.26,0.0,0.57,-5.82,53.69
1216,0.029999997,1318.01,287.81,18556.0,0.89,-4.07,0.0,0.14,-5.8,53.71
1217,0.028999997,1790.0,-40.14,18564.0,-0.12,-5.51,0.0,-0.22,-5.9,53.76
1218,0.028999997,1681.99,-8.09,17988.0,-0.03,-5.35,0.0,-0.58,-5.96,53.85
1219,0.029999997,1493.97,39.95,18380.0,0.12,-4.65,0.0,-0.85,-6.08,53.95
1220,0.029999997,1785.96,56.0,18068.0,0.18,-5.65,0.0,-1.15,-6.16,54.06
1221,0.029999997,1317.92,260.02,17712.0,0.84,-4.26,0.0,-1.3,-6.37,54.15
1222,0.028999997,1797.9,40.04,17920.0,0.13,-5.74,0.0,-1.43,-6.56,54.31
1223,0.028999997,1373.88,136.06,18104.0,0.43,-4.35,0.0,-1.6,-6.68,54.44
1224,0.029999997,1765.85,-179.92,17780.0,-0.58,-5.68,0.0,-1.71,-6.85,54.62
1225,0.029999997,1657.84,-195.92,17888.0,-0.63,-5.3,0.0,-1.74,-6.95,54.8
1226,0.029999997,1513.83,-179.89,17952.0,-0.57,-4.83,0.0,-1.9,-7.0,54.88
1227,0.031,2001.8,-435.87,18228.0,-1.36,-6.27,0.0,-2.06,-7.16,54.98
1228,0.028999997,2169.78,-535.84,17772.0,-1.71,-6.96,0.0,-2.24,-7.33,55.06
1229,0.031,2449.75,-767.82,18104.0,-2.41,-7.71,0.0,-2.38,-7.52,55.2
1230,0.029999997,2169.73,-459.81,18044.0,-1.45,-6.86,0.0,-2.47,-7.66,55.37
1231,0.029999997,2197.71,-447.8,17996.0,-1.42,-6.97,0.0,-2.55,-7.81,55.47
1232,0.029999997,2293.69,-467.78,18024.0,-1.48,-7.26,0.0,-2.66,-7.91,55.58
1233,0.029999997,2177.68,-387.77,17784.0,-1.24,-6.99,0.0,-2.78,-7.99,55.67
1234,0.031,2645.67,-663.74,18032.0,-2.09,-8.35,0.0,-2.93,-8.05,55.77
1235,0.028999997,3085.63,-371.71,19224.0,-1.09,-9.12,0.0,-3.15,-8.34,55.75
1236,0.031,2005.63,-703.7,18216.0,-2.2,-6.29,0.0,-3.24,-8.29,55.85
1237,0.029999997,2113.65,-663.69,18300.0,-2.06,-6.59,0.0,-3.33,-8.19,55.9
